name,technology,bidding_EOM,bidding_CRM_pos,bidding_CRM_neg,fuel_type,emission_factor,max_power,min_power,efficiency,ramp_up,ramp_down,additional_cost,hot_start_cost,warm_start_cost,cold_start_cost,min_operating_time,min_down_time,heat_extraction,max_heat_extraction,unit_operator
Nabi Nagar TPP Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Nabi Nagar TPP
Nasik (Indiabulls) Thermal Power Station Phase II (NASIK TPS) Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Nasik TPS
Nasik (Indiabulls) Thermal Power Station Phase II (NASIK TPS) Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Nasik TPS
Nasik (Indiabulls) Thermal Power Station Phase II (NASIK TPS) Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Nasik TPS
Nawapara TPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Nawapara TPP
Nawapara TPP Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Nawapara TPP
New Nabi Nagar TPP (Majhiyan) Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,New NabiNagar TPP (Majhiyan)
New Nabi Nagar TPP (Majhiyan) Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,New NabiNagar TPP (Majhiyan)
New Nabi Nagar TPP (Majhiyan) Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,New NabiNagar TPP (Majhiyan)
Neyveli Lignite Thermal Power Station (Expansion) (NEYVELI (EXT)) Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Neyveli (EXT) TPS I
Neyveli Lignite Thermal Power Station (Expansion) (NEYVELI (EXT)) Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Neyveli (EXT) TPS I
Neyveli Lignite Thermal Power Station (Expansion) Stage II (NEYVELI TPS II (EXT)) Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Neyveli (EXT) TPS II
Neyveli Lignite Thermal Power Station (Expansion) Stage II (NEYVELI TPS II (EXT)) Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Neyveli (EXT) TPS II
Neyveli (New) TPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Neyveli (New) TPP /Neyveli Extension
Neyveli (New) TPP Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Neyveli (New) TPP /Neyveli Extension
Neyveli Lignite Thermal Power Station (Expansion) (Z) (NEYVELI TPS (Z)) Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Neyveli TPS (Z)
Neyveli Lignite Thermal Power Station-II (NEYVELI TPS II) Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Neyveli TPS II
Neyveli Lignite Thermal Power Station-II (NEYVELI TPS II) Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Neyveli TPS II
Neyveli Lignite Thermal Power Station-II (NEYVELI TPS II) Stage I Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Neyveli TPS II
Neyveli Lignite Thermal Power Station-II (NEYVELI TPS II) Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Neyveli TPS II
Neyveli Lignite Thermal Power Station-II (NEYVELI TPS II) Stage II Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Neyveli TPS II
Neyveli Lignite Thermal Power Station-II (NEYVELI TPS II) Stage II Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Neyveli TPS II
Neyveli Lignite Thermal Power Station-II (NEYVELI TPS II) Stage II Unit 7,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Neyveli TPS II
Niwari Thermal Power Plant Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,45,18,0.4,,,,,,,,,,,Niwari TPP
Niwari Thermal Power Plant Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,45,18,0.4,,,,,,,,,,,Niwari TPP
North Chennai Thermal Power Station Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,North Chennai TPS
North Chennai Thermal Power Station Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,North Chennai TPS
North Chennai Thermal Power Station Stage I Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,North Chennai TPS
North Chennai Thermal Power Station Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,North Chennai TPS
North Chennai Thermal Power Station Stage II Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,North Chennai TPS
North Chennai Thermal Power Station Stage III Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,800,320,0.4,,,,,,,,,,,North Chennai TPS
North Karanpura TPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,North Karanpura TPP
North Karanpura TPP Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,North Karanpura TPP
North Karanpura TPP Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,North Karanpura TPP
O.P. Jindal or Tamnar I Project Thermal Power Station/ Jindal Power Ltd. STPPS I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,O.P. Jindal or Tamnar I TPS/ Raigarh TPP
O.P. Jindal or Tamnar I Project Thermal Power Station/ Jindal Power Ltd. STPPS I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,O.P. Jindal or Tamnar I TPS/ Raigarh TPP
O.P. Jindal or Tamnar I Project Thermal Power Station/ Jindal Power Ltd. STPPS I Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,O.P. Jindal or Tamnar I TPS/ Raigarh TPP
O.P. Jindal or Tamnar I Project Thermal Power Station/ Jindal Power Ltd. STPPS I Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,O.P. Jindal or Tamnar I TPS/ Raigarh TPP
OPG Power Generation Private Ltd. Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,77,30.8,0.4,,,,,,,,,,,OPG Power Generation Private Ltd.
OPG Power Generation Private Ltd. Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,77,30.8,0.4,,,,,,,,,,,OPG Power Generation Private Ltd.
OPG Power Generation Private Ltd. Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,80,32,0.4,,,,,,,,,,,OPG Power Generation Private Ltd.
OPG Power Generation Private Ltd. Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,180,72,0.4,,,,,,,,,,,OPG Power Generation Private Ltd.
Obra Thermal Power Station B Unit 9,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Obra TPS
Obra Thermal Power Station B Unit 10,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Obra TPS
Obra Thermal Power Station B Unit 11,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Obra TPS
Obra Thermal Power Station B Unit 12,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Obra TPS
Obra Thermal Power Station B Unit 13,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Obra TPS
Obra Thermal Power Station C Unit 14,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Obra TPS
Obra Thermal Power Station C Unit 15,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Obra TPS
Panipat Thermal Power Station Stage IV Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Panipat TPS
Panipat Thermal Power Station Stage V Unit 7,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Panipat TPS
Panipat Thermal Power Station Stage VI Unit 8,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Panipat TPS
Panki Thermal Power Station Stage II Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Panki TPS
Paras Thermal Power Station Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Paras TPS
Paras Thermal Power Station Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Paras TPS
Parichha Power station Stage II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Parichha TPS
Parichha Power station Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Parichha TPS
Parichha Power station Stage III Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Parichha TPS
Parichha Power station Stage III Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Parichha TPS
Parli Thermal Power Station Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Parli TPS
Parli Thermal Power Station Unit 7,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Parli TPS
Parli Thermal Power Station Unit 8,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Parli TPS
Pathadi Thermal Power Plant Phase I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Pathadi TPP
Pathadi Thermal Power Plant Phase I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Pathadi TPP
Patratu Thermal Power Station Unit 11,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,800,320,0.4,,,,,,,,,,,Patratu TPS
Prayagraj (Bara) TPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Prayagraj (Bara) TPP
Prayagraj (Bara) TPP Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Prayagraj (Bara) TPP
Prayagraj (Bara) TPP Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Prayagraj (Bara) TPP
Raghunathpur Thermal Power Station Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Raghunathpur TPS
Raghunathpur Thermal Power Station Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Raghunathpur TPS
Raichur Thermal Power Station Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Raichur TPS
Raichur Thermal Power Station Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Raichur TPS
Raichur Thermal Power Station Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Raichur TPS
Raichur Thermal Power Station Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Raichur TPS
Raichur Thermal Power Station Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Raichur TPS
Raichur Thermal Power Station Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Raichur TPS
Raichur Thermal Power Station Unit 7,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Raichur TPS
Raichur Thermal Power Station Unit 8,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Raichur TPS
Raikheda TPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,685,274,0.4,,,,,,,,,,,Raikheda TPP
Raikheda TPP Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,685,274,0.4,,,,,,,,,,,Raikheda TPP
Rajiv Gandhi Thermal Power Station/ RGTPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Rajiv Gandhi TPS
Rajiv Gandhi Thermal Power Station/ RGTPP Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Rajiv Gandhi TPS
Rajpura TPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,700,280,0.4,,,,,,,,,,,Rajpura TPP
Rajpura TPP Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,700,280,0.4,,,,,,,,,,,Rajpura TPP
Ramagundem Thermal Power Station B (Ramagundem - B) Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,62.5,25,0.4,,,,,,,,,,,Ramagudem -B TPS
Ramagundam STPP/Telangana STPP Phase I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,800,320,0.4,,,,,,,,,,,Ramagundam STPP/Telangana Phase I
Ramagundam STPP/Telangana STPP Phase I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,800,320,0.4,,,,,,,,,,,Ramagundam STPP/Telangana Phase I
Ramagundam Super Thermal Power Station Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Ramagundam STPS
Ramagundam Super Thermal Power Station Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Ramagundam STPS
Ramagundam Super Thermal Power Station Stage I Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,200,80,0.4,,,,,,,,,,,Ramagundam STPS
Ramagundam Super Thermal Power Station Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Ramagundam STPS
Ramagundam Super Thermal Power Station Stage II Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Ramagundam STPS
Ramagundam Super Thermal Power Station Stage II Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Ramagundam STPS
Ramagundam SuperThermal Power Station Stage III Unit 7,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Ramagundam STPS
Ratija Thermal Power Station Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,50,20,0.4,,,,,,,,,,,Ratija TPS
Ratija Thermal Power Station Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,50,20,0.4,,,,,,,,,,,Ratija TPS
Rayalaseema Thermal Power Station Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Rayalaseema TPS
Rayalaseema Thermal Power Station Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Rayalaseema TPS
Rayalaseema Thermal Power Station Stage II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Rayalaseema TPS
Rayalaseema Thermal Power Station Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Rayalaseema TPS
Rayalaseema Thermal Power Station Stage III Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Rayalaseema TPS
Rayalaseema Thermal Power Station Stage IV Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Rayalaseema TPS
Rihand Super Thermal Power Station Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Rihand STPS
Rihand Super Thermal Power Station Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Rihand STPS
Rihand Super Thermal Power Station Stage II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Rihand STPS
Rihand Super Thermal Power Station Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Rihand STPS
Rihand Super Thermal Power Station Stage III Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Rihand STPS
Rihand Super Thermal Power Station Stage III Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Rihand STPS
Ropar TPS or Guru Gobind Singh STPP Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Ropar TPS or Guru Gobind Singh STPP
Ropar TPS or Guru Gobind Singh STPP Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Ropar TPS or Guru Gobind Singh STPP
Ropar TPS or Guru Gobind Singh STPP Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Ropar TPS or Guru Gobind Singh STPP
Ropar TPS or Guru Gobind Singh STPP Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Ropar TPS or Guru Gobind Singh STPP
Rosa TPP Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Rosa TPP
Rosa TPP Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Rosa TPP
Rosa TPP Stage II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Rosa TPP
Rosa TPP Stage II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Rosa TPP
SVPL TPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,63,25.2,0.4,,,,,,,,,,,SVPL TPP
Sabarmati D and F Thermal Power Station (D) or Sabarmati (D-F Stations) Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,120,48,0.4,,,,,,,,,,,Sabarmati (D-F Stations) TPP
Sabarmati D and F Thermal Power Station (D) or Sabarmati (D-F Stations) Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,121,48.4,0.4,,,,,,,,,,,Sabarmati (D-F Stations) TPP
Sabarmati D and F Thermal Power Station (D) or Sabarmati (D-F Stations) Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,121,48.4,0.4,,,,,,,,,,,Sabarmati (D-F Stations) TPP
Sagardighi Thermal Power Station Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Sagardighi TPS
Sagardighi Thermal Power Station Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,300,120,0.4,,,,,,,,,,,Sagardighi TPS
Sagardighi Thermal Power Station Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Sagardighi TPS
Sagardighi Thermal Power Station Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Sagardighi TPS
Essar Power Salaya Ltd. or Salaya thermal power plant/ Essar Power Gujarat Ltd. Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Salaya TPP/Essar Power Gujarat
Essar Power Salaya Ltd. or Salaya thermal power plant/ Essar Power Gujarat Ltd. Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Salaya TPP/Essar Power Gujarat
Sanjay Gandhi Thermal Power Station/ SGTPS Phase I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Sanjay Gandhi TPS
Sanjay Gandhi Thermal Power Station/ SGTPS Phase I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Sanjay Gandhi TPS
Sanjay Gandhi Thermal Power Station/ SGTPS Phase II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Sanjay Gandhi TPS
Sanjay Gandhi Thermal Power Station/ SGTPS Phase II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,210,84,0.4,,,,,,,,,,,Sanjay Gandhi TPS
Sanjay Gandhi Thermal Power Station/ SGTPS Phase III Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Sanjay Gandhi TPS
Santaldih Thermal Power Station Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Santaldih TPS
Santaldih Thermal Power Station Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Santaldih TPS
Sasan Ultra Mega Thermal Power Project Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Sasan UMTPP
Sasan Ultra Mega Thermal Power Project Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Sasan UMTPP
Sasan Ultra Mega Thermal Power Project Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Sasan UMTPP
Sasan Ultra Mega Thermal Power Project Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Sasan UMTPP
Sasan Ultra Mega Thermal Power Project Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Sasan UMTPP
Sasan Ultra Mega Thermal Power Project Unit 6,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Sasan UMTPP
Satpura Thermal Power Station Stage IV Unit 10,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Satpura TPS
Satpura Thermal Power Station Stage IV Unit 11,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Satpura TPS
Seioni TPP Phase I or Jhabua Power Seoni Power Station Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Seioni TPP or Jhabua Power Seoni TPP
SGPL Power Project Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Sembcorp Gayatri Power Ltd. Power Project
SGPL Power Project Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Sembcorp Gayatri Power Ltd. Power Project
Shirpur Thermal Power Plant Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Shirpur TPP
Shirpur Thermal Power Plant Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Shirpur TPP
Shree Cement Ltd. TPS Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Shree Cement Ltd. TPS
Shree Cement Ltd. TPS Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Shree Cement Ltd. TPS
Shree Cement Ltd. TPS Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,19,7.6,0.4,,,,,,,,,,,Shree Cement Ltd. TPS
Shree Cement Ltd. TPS Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,19,7.6,0.4,,,,,,,,,,,Shree Cement Ltd. TPS
Shree Cement Ltd. TPS Unit 5,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,6,2.4,0.4,,,,,,,,,,,Shree Cement Ltd. TPS
Shri Singhaji Thermal Power Project Stage I or Malwa TPP Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Shri Singhaji or Malwa TPP
Shri Singhaji Thermal Power Project Stage I or Malwa TPP Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,600,240,0.4,,,,,,,,,,,Shri Singhaji or Malwa TPP
Shri Singhaji Thermal Power Project Stage II or Malwa TPP Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Shri Singhaji or Malwa TPP
Shri Singhaji Thermal Power Project Stage II or Malwa TPP Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,660,264,0.4,,,,,,,,,,,Shri Singhaji or Malwa TPP
Sikka Thermal Power Station Stage I Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Sikka TPS
Sikka Thermal Power Station Stage I Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,250,100,0.4,,,,,,,,,,,Sikka TPS
Simhadri Thermal Power Plant Phase I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Simhadri TPP
Simhadri Thermal Power Plant Phase I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Simhadri TPP
Simhadri Thermal Power Plant Phase II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Simhadri TPP
Simhadri Thermal Power Plant Phase II Unit 4,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,500,200,0.4,,,,,,,,,,,Simhadri TPP
Simhapuri Thermal Power Station Stage I Unit 1,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Simhapuri TPS
Simhapuri Thermal Power Station Stage I Unit 2,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Simhapuri TPS
Simhapuri Thermal Power Station Stage II Unit 3,coal,powerplant_energy_heuristic_flexable,,,coal,0.335,150,60,0.4,,,,,,,,,,,Simhapuri TPS
